subjID,is_control,judgment_index,judgment_shape,judgment_catches_fish,input_judgment,input_judgment_conf
user_1573681812685,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573681812685,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,5
user_1573681812685,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573681812685,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,6
user_1573681812685,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,6
user_1573681812685,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,7
user_1573681812685,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,7
user_1573681812685,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573678265178,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,4
user_1573678265178,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,4
user_1573678265178,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573678265178,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,4
user_1573678265178,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,4
user_1573678265178,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,4
user_1573678265178,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,4
user_1573678265178,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573681828983,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,4
user_1573681828983,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,4
user_1573681828983,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,4
user_1573681828983,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,1,4
user_1573681828983,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,4
user_1573681828983,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,1,4
user_1573681828983,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,4
user_1573681828983,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,4
user_1573682158469,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,3
user_1573682158469,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,4
user_1573682158469,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573682158469,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,3
user_1573682158469,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,5
user_1573682158469,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,3
user_1573682158469,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,5
user_1573682158469,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,3
user_1573664448979,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573664448979,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,6
user_1573664448979,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573664448979,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,6
user_1573664448979,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,6
user_1573664448979,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,6
user_1573664448979,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,6
user_1573664448979,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573668338160,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573668338160,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,6
user_1573668338160,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573668338160,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,6
user_1573668338160,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,7
user_1573668338160,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,7
user_1573668338160,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,7
user_1573668338160,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573678369310,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,7
user_1573678369310,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,7
user_1573678369310,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,7
user_1573678369310,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,2
user_1573678369310,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,6
user_1573678369310,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,2
user_1573678369310,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,3
user_1573678369310,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573678954991,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,4
user_1573678954991,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,5
user_1573678954991,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573678954991,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,3
user_1573678954991,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,5
user_1573678954991,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,4
user_1573678954991,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,3
user_1573678954991,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,5
user_1573683140886,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,6
user_1573683140886,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,7
user_1573683140886,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,6
user_1573683140886,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,6
user_1573683140886,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,7
user_1573683140886,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,6
user_1573683140886,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,6
user_1573683140886,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,6
user_1573678145931,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,5
user_1573678145931,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,5
user_1573678145931,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,7
user_1573678145931,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,5
user_1573678145931,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,4
user_1573678145931,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,5
user_1573678145931,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,7
user_1573678145931,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,7
user_1573664082430,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573664082430,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,6
user_1573664082430,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,5
user_1573664082430,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,3
user_1573664082430,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,4
user_1573664082430,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,5
user_1573664082430,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,5
user_1573664082430,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573678642909,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573678642909,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,5
user_1573678642909,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573678642909,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,4
user_1573678642909,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,3
user_1573678642909,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,6
user_1573678642909,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,4
user_1573678642909,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,4
user_1573668073513,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,6
user_1573668073513,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,6
user_1573668073513,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573668073513,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,6
user_1573668073513,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,6
user_1573668073513,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,6
user_1573668073513,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,0,4
user_1573668073513,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,6
user_1573668222017,False,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,0,4
user_1573668222017,False,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,4
user_1573668222017,False,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573668222017,False,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,4
user_1573668222017,False,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,4
user_1573668222017,False,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,1,4
user_1573668222017,False,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,4
user_1573668222017,False,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573668320610,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,2
user_1573668320610,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,5
user_1573668320610,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,5
user_1573668320610,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,1,3
user_1573668320610,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,3
user_1573668320610,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,0,1
user_1573668320610,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,3
user_1573668320610,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573682233340,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,4
user_1573682233340,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,1,4
user_1573682233340,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,4
user_1573682233340,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,0,4
user_1573682233340,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,1,4
user_1573682233340,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,1,4
user_1573682233340,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,4
user_1573682233340,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,4
user_1573664238101,True,1,"{'top_shape': 'triangle', 'top_color': 'yellow', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': False}",0,1,2
user_1573664238101,True,2,"{'top_shape': 'diamond', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'diamond', 'bottom_color': 'green', 'bottom_texture': False}",1,0,2
user_1573664238101,True,3,"{'top_shape': 'oval', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'triangle', 'bottom_color': 'yellow', 'bottom_texture': False}",1,1,2
user_1573664238101,True,4,"{'top_shape': 'triangle', 'top_color': 'red', 'top_texture': False, 'bottom_shape': 'teardrop', 'bottom_color': 'green', 'bottom_texture': True}",0,1,2
user_1573664238101,True,5,"{'top_shape': 'circle', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'red', 'bottom_texture': False}",1,0,2
user_1573664238101,True,6,"{'top_shape': 'star', 'top_color': 'green', 'top_texture': True, 'bottom_shape': 'oval', 'bottom_color': 'blue', 'bottom_texture': True}",0,1,2
user_1573664238101,True,7,"{'top_shape': 'oval', 'top_color': 'yellow', 'top_texture': False, 'bottom_shape': 'circle', 'bottom_color': 'red', 'bottom_texture': True}",0,1,2
user_1573664238101,True,8,"{'top_shape': 'teardrop', 'top_color': 'blue', 'top_texture': False, 'bottom_shape': 'star', 'bottom_color': 'yellow', 'bottom_texture': False}",1,0,2
